"row_id";"pedido";"data_pedido";"data_envio";"tipo_envio";"id_cliente";"nome_cliente";"Segmento";"Cidade";"Estado";"pais";"regiao";"material";"Categoria";"sub_categoria";"desc_material";"Vendas";"Quantidade";"Desconto";"Lucro"
8512;MX-2023-142461;"10/17/2023";"10/22/2023";Classe padrão;RR-20095;Rodrigo Rocha;Varejo;Barranquilla;Atlántico;Colômbia;Sul;MAT-AR-10003740;Material de escritório;Armazenamento;Tenex Bandejas, Tamanho real;"1084,8";3;"0";"216,6"
8513;MX-2023-149755;"8/9/2023";"8/14/2023";Classe padrão;RA-19960;Renan Almeida;Grande Empresa;Ciudad Victoria;Tamaulipas;México;Norte;MAT-ET-10004412;Material de escritório;Etiquetas;Harbour Creations Etiquetas redondas, Branco;"180";4;"0";"86,4"
8514;MX-2023-149755;"8/9/2023";"8/14/2023";Classe padrão;RA-19960;Renan Almeida;Grande Empresa;Ciudad Victoria;Tamaulipas;México;Norte;TEC-AC-10000376;Tecnologia;Acessórios;Enermax Teclado, Reciclado;"3250,8";6;"0";"324"
8515;MX-2021-160843;"2/14/2021";"2/20/2021";Classe padrão;MS-19030;Miguel Silva;Grande Empresa;Escuintla;Escuintla;Guatemala;Central;MAT-AR-10004952;Material de escritório;Armazenamento;Rogers Carrinho bandeja, Azul;"1888";2;"0";"18,8"
8516;MX-2021-160843;"2/14/2021";"2/20/2021";Classe padrão;MS-19030;Miguel Silva;Grande Empresa;Escuintla;Escuintla;Guatemala;Central;TEC-AC-10002586;Tecnologia;Acessórios;Belkin Pen drive, Durável;"1405";5;"0";"379"
8517;MX-2022-118738;"3/3/2022";"3/7/2022";Classe padrão;EB-13150;Eduarda Barros;Grande Empresa;Managua;Managua;Nicarágua;Central;MÓV-MÓ-10003569;Móveis;Móveis;Rubbermaid Caixa para correspondência, Preto;"502,8";3;"0";"175,8"
8518;MX-2022-153430;"11/12/2022";"11/15/2022";Primeira classe;RF-20140;Ryan Fernandes;Pequenas e Medias Empresas;Managua;Managua;Nicarágua;Central;TEC-AC-10000168;Tecnologia;Acessórios;Logitech Roteador, Durável;"3300,4";2;"0";"1188"
8519;MX-2022-153430;"11/12/2022";"11/15/2022";Primeira classe;RF-20140;Ryan Fernandes;Pequenas e Medias Empresas;Managua;Managua;Nicarágua;Central;MÓV-CA-10000418;Móveis;Cadeiras;Harbour Creations Cadeira dobrável, Ajustável;"2007,6";3;"0";"79,8"
8520;MX-2023-144015;"11/14/2023";"11/18/2023";Classe padrão;VD-21430;Vitor Dias;Grande Empresa;Facatativá;Cundinamarca;Colômbia;Sul;MAT-ET-10000494;Material de escritório;Etiquetas;Novimex Etiquetas de envio, Vermelho;"360";5;"0";"165"
8521;MX-2023-144015;"11/14/2023";"11/18/2023";Classe padrão;VD-21430;Vitor Dias;Grande Empresa;Facatativá;Cundinamarca;Colômbia;Sul;MAT-FI-10000495;Material de escritório;Fichários;Cardinal Perfurador, Durável;"404";2;"0";"92,8"
8522;MX-2020-137043;"6/12/2020";"6/17/2020";Classe padrão;TA-20830;Thaís Almeida;Varejo;Itaituba;Pará;Brasil;Sul;MÓV-MÓ-10003429;Móveis;Móveis;Tenex Caixa para correspondência, Durável;"742";5;"0";"192"
8523;MX-2022-142965;"4/30/2022";"5/4/2022";Classe padrão;RG-20065;Rodrigo Goncalves;Varejo;Irapuato;Guanajuato;México;Norte;MAT-EN-10002525;Material de escritório;Envelopes;Ames Com lacre, Conjunto de 50;"1195";5;"0";"47"
8524;MX-2022-142965;"4/30/2022";"5/4/2022";Classe padrão;RG-20065;Rodrigo Goncalves;Varejo;Irapuato;Guanajuato;México;Norte;MAT-PA-10000782;Material de escritório;Papel;Xerox Cadernetas, Embalagem com 12;"589";5;"0";"153"
8525;MX-2023-143882;"2/27/2023";"3/3/2023";Segunda classe;LL-17725;Luis Lima;Varejo;Hermosillo;Sonora;México;Norte;MAT-MA-10002428;Material de escritório;Materiais;Acme Cortador de papel, Aço;"1466";5;"0";"586"
8526;MX-2023-143882;"2/27/2023";"3/3/2023";Segunda classe;LL-17725;Luis Lima;Varejo;Hermosillo;Sonora;México;Norte;MAT-MA-10003063;Material de escritório;Materiais;Acme Tesouras, Industrial;"1030,8";3;"0";"267,6"
8527;MX-2020-117926;"5/10/2020";"5/16/2020";Classe padrão;ES-13450;Emilly Sousa;Pequenas e Medias Empresas;Tepic;Nayarit;México;Norte;MAT-AR-10000184;Material de escritório;Armazenamento;Tenex Armários, Metal;"6774";5;"0";"338"
8530;MX-2021-150154;"6/22/2021";"6/25/2021";Segunda classe;GR-14695;Giovana Rocha;Grande Empresa;Holguín;Holguín;Cuba;Caribe;MAT-AR-10001838;Material de escritório;Arte;Stanley Apontador, Metal;"520,8";3;"0";"187,2"
8531;MX-2022-139556;"7/17/2022";"7/22/2022";Classe padrão;LS-17350;Livia Santos;Varejo;Villahermosa;Tabasco;México;Norte;MAT-FI-10001495;Material de escritório;Fichários;Avery Capa para fichário, Reciclado;"381";5;"0";"179"
8532;MX-2022-140718;"11/8/2022";"11/12/2022";Classe padrão;BF-11020;Beatrice Fernandes;Grande Empresa;Managua;Managua;Nicarágua;Central;MÓV-CA-10000737;Móveis;Cadeiras;Novimex Cadeira de balanço, Vermelho;"1752,4";2;"0";"332,8"
8533;MX-2022-145926;"9/27/2022";"10/1/2022";Classe padrão;RA-20125;Ryan Azevedo;Pequenas e Medias Empresas;Apopa;San Salvador;El Salvador;Central;MÓV-ES-10003345;Móveis;Estantes;Ikea Estante tradicional, Metal;"5482,8";2;"0";"1809,2"
8534;MX-2022-145926;"9/27/2022";"10/1/2022";Classe padrão;RA-20125;Ryan Azevedo;Pequenas e Medias Empresas;Apopa;San Salvador;El Salvador;Central;MAT-AR-10004920;Material de escritório;Arte;BIC Apontador, Embalagem tipo bulk;"390,4";2;"0";"113,2"
8535;MX-2022-145926;"9/27/2022";"10/1/2022";Classe padrão;RA-20125;Ryan Azevedo;Pequenas e Medias Empresas;Apopa;San Salvador;El Salvador;Central;MAT-PA-10003735;Material de escritório;Papel;Xerox Papel de pergaminho, Embalagem com 12;"464";4;"0";"152,8"
8536;US-2020-129161;"3/22/2020";"3/24/2020";Segunda classe;MC-17980;Manuela Cunha;Grande Empresa;Carrefour;Ouest;Haiti;Caribe;MÓV-CA-10001109;Móveis;Cadeiras;HON Cadeira dobrável, Ajustável;"1006,92";3;"0,4";-352,68
8537;US-2020-129161;"3/22/2020";"3/24/2020";Segunda classe;MC-17980;Manuela Cunha;Grande Empresa;Carrefour;Ouest;Haiti;Caribe;MÓV-MÓ-10004010;Móveis;Móveis;Rubbermaid Moldura, Preto;"879,12";4;"0,7";-1612,08
8538;US-2020-129161;"3/22/2020";"3/24/2020";Segunda classe;MC-17980;Manuela Cunha;Grande Empresa;Carrefour;Ouest;Haiti;Caribe;MAT-CO-10000354;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Metal;"212,16";4;"0,4";-95,84
8539;US-2020-129161;"3/22/2020";"3/24/2020";Segunda classe;MC-17980;Manuela Cunha;Grande Empresa;Carrefour;Ouest;Haiti;Caribe;MAT-AR-10000544;Material de escritório;Armazenamento;Eldon Bandejas, Azul;"383,76";2;"0,4";-25,84
8540;MX-2022-168305;"6/11/2022";"6/13/2022";Primeira classe;SC-20500;Sofia Cunha;Varejo;Montevidéu;Montevidéu;Uruguai;Sul;MAT-ET-10004607;Material de escritório;Etiquetas;Novimex Etiquetas removíveis, Durável;"342";5;"0";"20"
8541;US-2023-169376;"10/6/2023";"10/10/2023";Classe padrão;MA-18685;Matheus Almeida;Pequenas e Medias Empresas;Lima;Lima;Peru;Sul;MÓV-ME-10000003;Móveis;Mesas;Lesro Mesa de madeira, Montado;"3751,2";4;"0,7";-4376,8
8542;US-2023-169376;"10/6/2023";"10/10/2023";Classe padrão;MA-18685;Matheus Almeida;Pequenas e Medias Empresas;Lima;Lima;Peru;Sul;MAT-FI-10000858;Material de escritório;Fichários;Wilson Jones Divisórias, Durável;"222,6";7;"0,4";-67,2
8543;MX-2021-144561;"9/29/2021";"10/2/2021";Primeira classe;RD-19735;Rafaela Dias;Varejo;Querétaro;Querétaro;México;Norte;MAT-PA-10002621;Material de escritório;Papel;Green Bar Resma, Embalagem com 12;"1130";5;"0";"158"
8544;MX-2021-144561;"9/29/2021";"10/2/2021";Primeira classe;RD-19735;Rafaela Dias;Varejo;Querétaro;Querétaro;México;Norte;TEC-MÁ-10001663;Tecnologia;Máquinas;Okidata Impressora de crachás, Vermelho;"5766";5;"0";"576"
8545;MX-2021-144561;"9/29/2021";"10/2/2021";Primeira classe;RD-19735;Rafaela Dias;Varejo;Querétaro;Querétaro;México;Norte;MAT-PA-10001670;Material de escritório;Papel;Green Bar Papel de pergaminho, Reciclado;"884,8";8;"0";"256"
8546;MX-2022-123015;"6/6/2022";"6/6/2022";No mesmo dia;LS-17755;Luis Sousa;Pequenas e Medias Empresas;Managua;Managua;Nicarágua;Central;MAT-AR-10004292;Material de escritório;Arte;Sanford Apontador, Tamanhos variados;"386,8";2;"0";"112"
8547;MX-2022-123015;"6/6/2022";"6/6/2022";No mesmo dia;LS-17755;Luis Sousa;Pequenas e Medias Empresas;Managua;Managua;Nicarágua;Central;MAT-MA-10000119;Material de escritório;Materiais;Fiskars Tesouras, Industrial;"985,2";3;"0";"492,6"
8548;MX-2020-106173;"8/11/2020";"8/15/2020";Classe padrão;JB-15790;Julian Barbosa;Varejo;Mérida;Yucatán;México;Norte;MÓV-CA-10004461;Móveis;Cadeiras;HON Banqueta, Par;"7963,2";9;"0,2";"696,6"
8549;US-2021-140277;"6/8/2021";"6/10/2021";Segunda classe;MS-18550;Marisa Silva;Varejo;Maracaibo;Zulia;Venezuela;Sul;MAT-MA-10003204;Material de escritório;Materiais;Fiskars Abridor de carta, Azul;"670,32";6;"0,4";-235,68
8550;MX-2023-105725;"12/19/2023";"12/26/2023";Classe padrão;BG-11560;Breno Goncalves;Pequenas e Medias Empresas;Puebla;Puebla;México;Norte;MAT-MA-10002935;Material de escritório;Materiais;Fiskars Estilete, Retangular;"644,4";3;"0";"276,6"
8551;MX-2023-159989;"12/10/2023";"12/13/2023";Segunda classe;EM-13765;Erick Melo;Grande Empresa;Puerto Vallarta;Jalisco;México;Norte;MAT-AR-10001384;Material de escritório;Armazenamento;Tenex Pastas, Tamanho real;"310";2;"0";"15,2"
8552;US-2021-118556;"10/18/2021";"10/19/2021";No mesmo dia;GG-14590;Gabrielly Gomes;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-PA-10000322;Material de escritório;Papel;Eaton Papel de pergaminho, Embalagem com 12;"352,2";5;"0,4";-23,8
8553;US-2021-118556;"10/18/2021";"10/19/2021";No mesmo dia;GG-14590;Gabrielly Gomes;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;TEC-MÁ-10002139;Tecnologia;Máquinas;Okidata Impressora de crachás, Multicolorido;"1406,64";4;"0,7";-1031,76
8554;MX-2020-118234;"12/25/2020";"12/29/2020";Segunda classe;BC-11440;Brenda Cunha;Varejo;Portmore;Saint Catherine;Jamaica;Caribe;MAT-FI-10002363;Material de escritório;Fichários;Ibico Divisórias, Durável;"624,6";9;"0";"55,8"
8555;MX-2022-103730;"5/25/2022";"5/30/2022";Classe padrão;LS-17845;Luiz Silva;Varejo;Porto Alegre;Rio Grande do Sul;Brasil;Sul;TEC-CO-10000278;Tecnologia;Copiadoras;Canon Tinta, Vermelho;"1934,124";2;"0,002";"247,724"
8556;MX-2022-103730;"5/25/2022";"5/30/2022";Classe padrão;LS-17845;Luiz Silva;Varejo;Porto Alegre;Rio Grande do Sul;Brasil;Sul;MAT-AR-10003284;Material de escritório;Arte;BIC Canetas, Embalagem tipo bulk;"582";6;"0";"16,8"
8557;MX-2020-147494;"4/1/2020";"4/7/2020";Classe padrão;NL-19270;Nicole Lima;Grande Empresa;Ibiúna;São Paulo;Brasil;Sul;MAT-ET-10001964;Material de escritório;Etiquetas;Avery Etiquetas jurídicas, Durável;"234,6";3;"0";"93,6"
8558;MX-2021-146311;"10/2/2021";"10/7/2021";Classe padrão;EA-13480;Emily Alves;Pequenas e Medias Empresas;Mixco;Guatemala;Guatemala;Central;MÓV-MÓ-10000559;Móveis;Móveis;Advantus Porta retrato, Embalagem multipack;"1060,8";3;"0";"508,8"
8559;US-2020-152821;"12/29/2020";"12/31/2020";Primeira classe;EG-13405;Emilly Gomes;Varejo;Morelia;Michoacán;México;Norte;MÓV-MÓ-10002184;Móveis;Móveis;Rubbermaid Lâmpada, Preto;"75,36";1;"0,4";-44,04
8560;US-2020-152821;"12/29/2020";"12/31/2020";Primeira classe;EG-13405;Emilly Gomes;Varejo;Morelia;Michoacán;México;Norte;TEC-CO-10001592;Tecnologia;Copiadoras;Hewlett Fax sem fio, Par;"17706,7156";7;"0,002";"496,5156"
8561;MX-2023-139591;"8/7/2023";"8/12/2023";Classe padrão;AA-10465;Amanda Azevedo;Varejo;Morelia;Michoacán;México;Norte;MAT-ET-10002432;Material de escritório;Etiquetas;HON Etiquetas removíveis, Branco;"136,8";2;"0";"18,8"
8562;MX-2023-139591;"8/7/2023";"8/12/2023";Classe padrão;AA-10465;Amanda Azevedo;Varejo;Morelia;Michoacán;México;Norte;TEC-CO-10003794;Tecnologia;Copiadoras;Canon Fax, Digital;"16927,6768";8;"0,002";"1662,0768"
8563;MX-2022-147767;"4/20/2022";"4/24/2022";Classe padrão;BC-11395;Brenda Cavalcanti;Grande Empresa;Irapuato;Guanajuato;México;Norte;MAT-PA-10001825;Material de escritório;Papel;Green Bar Artigos de papelaria, Premium;"967,8";3;"0";"38,4"
8564;MX-2020-121202;"1/8/2020";"1/13/2020";Segunda classe;CM-12370;Carolina Martins;Varejo;Villa Canales;Guatemala;Guatemala;Central;MAT-AR-10002257;Material de escritório;Armazenamento;Smead Armários, Tamanho real;"3969";3;"0";"1825,2"
8565;MX-2020-121202;"1/8/2020";"1/13/2020";Segunda classe;CM-12370;Carolina Martins;Varejo;Villa Canales;Guatemala;Guatemala;Central;MAT-FI-10002692;Material de escritório;Fichários;Wilson Jones Capa para fichário, Transparente;"497";7;"0";"203"
8566;US-2022-104017;"10/13/2022";"10/18/2022";Classe padrão;JA-15655;Júlia Azevedo;Grande Empresa;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;MÓV-ME-10003409;Móveis;Mesas;Bevis Mesa de conferência, Retangular;"3685,32";2;"0,7";-3071,48
8567;US-2022-104017;"10/13/2022";"10/18/2022";Classe padrão;JA-15655;Júlia Azevedo;Grande Empresa;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;MÓV-MÓ-10004561;Móveis;Móveis;Eldon Porta retrato, Preto;"464,88";2;"0,4";-39,12
8568;MX-2023-128531;"11/30/2023";"11/30/2023";No mesmo dia;LC-17575;Lucas Correia;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-CO-10002370;Material de escritório;Colchetes;OIC Alfinetes, Embalagem tipo bulk;"954,24";12;"0,2";"344,64"
8569;MX-2023-128531;"11/30/2023";"11/30/2023";No mesmo dia;LC-17575;Lucas Correia;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-MA-10000459;Material de escritório;Materiais;Elite Régua, Aço;"211,2";3;"0,2";"4,8"
8570;US-2021-102001;"6/30/2021";"7/5/2021";Classe padrão;JO-15730;Julia Oliveira;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-FI-10002918;Material de escritório;Fichários;Acco Perfurador, Reciclado;"487,68";3;"0,2";-55,32
8571;MX-2021-160276;"9/7/2021";"9/11/2021";Segunda classe;JR-15895;Julian Rodrigues;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MÓV-CA-10004486;Móveis;Cadeiras;HON Cadeira dobrável, Preto;"2948,96";7;"0,2";"146,16"
8572;MX-2022-116505;"11/1/2022";"11/5/2022";Classe padrão;LR-16900;Leila Rocha;Varejo;Villahermosa;Tabasco;México;Norte;MAT-FI-10002374;Material de escritório;Fichários;Cardinal Perfurador, Reciclado;"583,2";3;"0";"0"
8573;US-2023-124828;"8/12/2023";"8/12/2023";No mesmo dia;PS-19570;Pedro Silva;Varejo;La Ceiba;Atlántida;Honduras;Central;MAT-AR-10000369;Material de escritório;Armazenamento;Rogers Armários, Metal;"2528,28";3;"0,4";-927,12
8574;MX-2021-125262;"9/14/2021";"9/18/2021";Classe padrão;IS-15280;Isabela Silva;Varejo;San Salvador;San Salvador;El Salvador;Central;TEC-AC-10000310;Tecnologia;Acessórios;Memorex Roteador, Reciclado;"6507,2";4;"0";"2992,8"
8575;MX-2021-136385;"12/6/2021";"12/12/2021";Classe padrão;MC-18055;Marcos Cardoso;Varejo;Apucarana;Paraná;Brasil;Sul;MAT-PA-10000410;Material de escritório;Papel;Enermax Agenda, Embalagem com 12;"177,6";1;"0";"71"
8576;MX-2021-136385;"12/6/2021";"12/12/2021";Classe padrão;MC-18055;Marcos Cardoso;Varejo;Apucarana;Paraná;Brasil;Sul;MÓV-MÓ-10000193;Móveis;Móveis;Rubbermaid Porta retrato, Embalagem multipack;"1381,6";4;"0";"441,6"
8577;MX-2020-140081;"12/16/2020";"12/20/2020";Classe padrão;OS-19390;Otávio Souza;Varejo;Ocotlán;Jalisco;México;Norte;MAT-CO-10000790;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Tamanhos variados;"146,4";2;"0";"17,2"
8578;MX-2021-147305;"2/8/2021";"2/12/2021";Classe padrão;TA-20695;Tânia Alves;Grande Empresa;Soyapango;San Salvador;El Salvador;Central;MAT-PA-10003325;Material de escritório;Papel;Green Bar Artigos de papelaria, Embalagem com 12;"1050,6";3;"0";"367,2"
8579;MX-2021-134712;"6/28/2021";"7/3/2021";Segunda classe;LS-17350;Livia Santos;Varejo;Soyapango;San Salvador;El Salvador;Central;MAT-FI-10000640;Material de escritório;Fichários;Acco Perfurador, Econômico;"1204,8";6;"0";"96"
8580;MX-2021-134712;"6/28/2021";"7/3/2021";Segunda classe;LS-17350;Livia Santos;Varejo;Soyapango;San Salvador;El Salvador;Central;MAT-CO-10002822;Material de escritório;Colchetes;Advantus Clips de papel, Metal;"187,6";2;"0";"78,4"
8581;MX-2021-134712;"6/28/2021";"7/3/2021";Segunda classe;LS-17350;Livia Santos;Varejo;Soyapango;San Salvador;El Salvador;Central;TEC-AC-10003433;Tecnologia;Acessórios;Memorex Pen drive, Econômico;"196";1;"0";"41"
8582;MX-2021-134712;"6/28/2021";"7/3/2021";Segunda classe;LS-17350;Livia Santos;Varejo;Soyapango;San Salvador;El Salvador;Central;TEC-MÁ-10003628;Tecnologia;Máquinas;Epson Impressora de crachás, Branco;"4489,6";4;"0";"268,8"
8583;MX-2021-144274;"7/10/2021";"7/12/2021";Segunda classe;MS-18670;Mateus Silva;Varejo;Puebla;Puebla;México;Norte;MAT-EN-10003187;Material de escritório;Envelopes;Kraft Fita dupla face, Reciclado;"643";5;"0";"128"
8584;US-2021-139843;"3/8/2021";"3/10/2021";Segunda classe;SC-20365;Sarah Correia;Varejo;San Pedro Sula;Cortés;Honduras;Central;MAT-ET-10002272;Material de escritório;Etiquetas;Smead Etiquetas redondas, Ajustável;"38,4";2;"0,4";-6
8585;US-2021-139843;"3/8/2021";"3/10/2021";Segunda classe;SC-20365;Sarah Correia;Varejo;San Pedro Sula;Cortés;Honduras;Central;MAT-FI-10003481;Material de escritório;Fichários;Cardinal Reforço para fichário, Transparente;"38,4";2;"0,4";-11,2
8586;US-2021-139843;"3/8/2021";"3/10/2021";Segunda classe;SC-20365;Sarah Correia;Varejo;San Pedro Sula;Cortés;Honduras;Central;TEC-TE-10001415;Tecnologia;Telefones;Samsung Headset, Tamanhos variados;"1521";5;"0,4";-305
8587;US-2021-114272;"11/28/2021";"12/2/2021";Segunda classe;MR-18505;Marisa Ribeiro;Varejo;Santa Catarina;Novo Leão;México;Norte;MÓV-CA-10004158;Móveis;Cadeiras;Harbour Creations Banqueta, Par;"1945,28";2;"0,2";-170,32
8588;MX-2021-142258;"5/8/2021";"5/10/2021";Segunda classe;CC-12460;Cauã Costa;Varejo;Managua;Managua;Nicarágua;Central;TEC-CO-10004361;Tecnologia;Copiadoras;Hewlett Copiadora, Par;"3508,5688";2;"0,002";"203,7688"
8589;MX-2021-142258;"5/8/2021";"5/10/2021";Segunda classe;CC-12460;Cauã Costa;Varejo;Managua;Managua;Nicarágua;Central;TEC-AC-10004990;Tecnologia;Acessórios;SanDisk Teclado, Programável;"1106,4";2;"0";"376"
8590;US-2023-103828;"6/5/2023";"6/10/2023";Segunda classe;VC-21400;Vitor Cardoso;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-FI-10003525;Material de escritório;Fichários;Ibico Perfurador, Econômico;"487,2";4;"0,4";-114,4
8591;US-2023-103828;"6/5/2023";"6/10/2023";Segunda classe;VC-21400;Vitor Cardoso;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-AC-10000237;Material de escritório;Eletrônicos;Hoover Micro-ondas, Prata;"3712,68";3;"0,4";-619,32
8592;US-2023-103828;"6/5/2023";"6/10/2023";Segunda classe;VC-21400;Vitor Cardoso;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MÓV-MÓ-10000827;Móveis;Móveis;Advantus Lâmpada, Embalagem multipack;"322,08";4;"0,4";-193,92
8593;US-2023-103828;"6/5/2023";"6/10/2023";Segunda classe;VC-21400;Vitor Cardoso;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-AR-10002071;Material de escritório;Armazenamento;Tenex Armários, Azul;"2449,8";3;"0,4";-1184,4
8594;US-2023-103828;"6/5/2023";"6/10/2023";Segunda classe;VC-21400;Vitor Cardoso;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-AR-10004658;Material de escritório;Armazenamento;Smead Pastas, Azul;"139,92";2;"0,4";-65,68
8595;MX-2022-120327;"12/24/2022";"12/27/2022";Primeira classe;BG-11155;Beatriz Goncalves;Pequenas e Medias Empresas;Soyapango;San Salvador;El Salvador;Central;MAT-MA-10001660;Material de escritório;Materiais;Elite Estilete, Industrial;"973,6";4;"0";"194,4"
8596;MX-2021-162614;"11/3/2021";"11/8/2021";Classe padrão;CC-11875;Caio Castro;Varejo;San Lorenzo;Central;Paraguai;Sul;MAT-CO-10001542;Material de escritório;Colchetes;OIC Clips de papel, Embalagem tipo bulk;"192,4";2;"0";"24,8"
8597;MX-2023-140221;"11/26/2023";"11/29/2023";Segunda classe;FC-14110;Fábio Carvalho;Varejo;Villa Nueva;Guatemala;Guatemala;Central;TEC-MÁ-10000905;Tecnologia;Máquinas;Konica Telefone, Durável;"1726,2";3;"0";"0"
8598;MX-2023-140221;"11/26/2023";"11/29/2023";Segunda classe;FC-14110;Fábio Carvalho;Varejo;Villa Nueva;Guatemala;Guatemala;Central;MAT-PA-10002714;Material de escritório;Papel;Enermax Resma, Premium;"949";5;"0";"408"
8599;US-2022-124156;"4/25/2022";"4/28/2022";Primeira classe;SA-20215;Samuel Almeida;Varejo;Gonaïves;Artibonite;Haiti;Caribe;MAT-AR-10001863;Material de escritório;Armazenamento;Rogers Pratelheiras, Tamanho real;"1243,2";5;"0,4";-766,8
8600;US-2023-120439;"12/26/2023";"1/1/2023";Classe padrão;JS-15595;José Silva;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;TEC-TE-10002883;Tecnologia;Telefones;Motorola Smart Phone, Tamanho real;"3495,2";5;"0,2";-786,8
8601;MX-2023-127299;"5/17/2023";"5/22/2023";Classe padrão;IS-15370;Isabella Silva;Varejo;Morelia;Michoacán;México;Norte;MÓV-ES-10003589;Móveis;Estantes;Sauder Estante, Tradicional;"783,04";1;"0,2";"39,04"
8602;MX-2021-114902;"12/28/2021";"12/28/2021";No mesmo dia;VD-21685;Vitoria Dias;Pequenas e Medias Empresas;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-FI-10003013;Material de escritório;Fichários;Avery Reforço para fichário, Reciclado;"31,8";1;"0";"14,2"
8603;MX-2021-114902;"12/28/2021";"12/28/2021";No mesmo dia;VD-21685;Vitoria Dias;Pequenas e Medias Empresas;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-EN-10001532;Material de escritório;Envelopes;Kraft Envelope kraft, Reciclado;"505,8";3;"0";"227,4"
8604;MX-2021-114902;"12/28/2021";"12/28/2021";No mesmo dia;VD-21685;Vitoria Dias;Pequenas e Medias Empresas;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-FI-10001890;Material de escritório;Fichários;Avery Perfurador, Transparente;"1639,8";9;"0";"113,4"
8605;MX-2023-147417;"11/20/2023";"11/22/2023";Segunda classe;TB-20725;Tânia Barros;Varejo;Vitória da Conquista;Bahia;Brasil;Sul;MAT-AR-10004344;Material de escritório;Arte;BIC Marcador, Tamanhos variados;"197,4";1;"0";"94,6"
8606;MX-2021-124765;"6/19/2021";"6/19/2021";No mesmo dia;AG-10915;Arthur Goncalves;Varejo;Celaya;Guanajuato;México;Norte;MAT-EN-10003101;Material de escritório;Envelopes;Kraft Envelope profissional, Prata;"251,2";2;"0";"17,2"
8607;MX-2021-124765;"6/19/2021";"6/19/2021";No mesmo dia;AG-10915;Arthur Goncalves;Varejo;Celaya;Guanajuato;México;Norte;TEC-AC-10002133;Tecnologia;Acessórios;Memorex Roteador, Durável;"4928,4";3;"0";"49,2"
8608;MX-2021-124765;"6/19/2021";"6/19/2021";No mesmo dia;AG-10915;Arthur Goncalves;Varejo;Celaya;Guanajuato;México;Norte;MAT-CO-10000361;Material de escritório;Colchetes;Stockwell Grampos, Metal;"218,4";3;"0";"102,6"
8609;MX-2023-133487;"9/23/2023";"9/25/2023";Primeira classe;VS-21355;Vinicius Silva;Grande Empresa;Patrocínio;Minas Gerais;Brasil;Sul;MÓV-ES-10002310;Móveis;Estantes;Safco Estante, Preto;"6013,2";6;"0";"2464,8"
8610;MX-2023-133487;"9/23/2023";"9/25/2023";Primeira classe;VS-21355;Vinicius Silva;Grande Empresa;Patrocínio;Minas Gerais;Brasil;Sul;MAT-AR-10000939;Material de escritório;Arte;Boston Marcador, Tamanhos variados;"197";1;"0";"68,8"
8611;MX-2023-145877;"11/26/2023";"11/29/2023";Segunda classe;EF-13510;Emily Fernandes;Grande Empresa;Cidade do México;Distrito Federal;México;Norte;TEC-TE-10002740;Tecnologia;Telefones;Motorola Caixa de som, Embalagem tipo bulk;"5782";5;"0";"0"
8612;US-2021-106551;"5/12/2021";"5/19/2021";Classe padrão;EA-13945;Evelyn Araujo;Varejo;Metepec;México;México;Norte;TEC-CO-10002270;Tecnologia;Copiadoras;Hewlett Fax, Vermelho;"6349,6752";3;"0,002";-12,7248
8613;US-2021-106551;"5/12/2021";"5/19/2021";Classe padrão;EA-13945;Evelyn Araujo;Varejo;Metepec;México;México;Norte;MÓV-ES-10001154;Móveis;Estantes;Bush Conjunto de pratelheiras, Branco;"1853,76";2;"0,2";"138,96"
8614;US-2021-106551;"5/12/2021";"5/19/2021";Classe padrão;EA-13945;Evelyn Araujo;Varejo;Metepec;México;México;Norte;MAT-FI-10000954;Material de escritório;Fichários;Acco Pasta argolada, Reciclado;"310,2";3;"0";"83,4"
8615;US-2021-106551;"5/12/2021";"5/19/2021";Classe padrão;EA-13945;Evelyn Araujo;Varejo;Metepec;México;México;Norte;MAT-FI-10001462;Material de escritório;Fichários;Ibico Divisórias, Econômico;"59,4";1;"0";"1"
